;Codigo_org;idOrg;Organismo;Codigo_padre;Padre_org;Region;Municipalidad;direccion;telefono;url_organismo;url_orgtransparencia;horario_publico;nombre_encargado;email;num_cuenta;rut;tipo_cuenta;banco;url_sai;fax;Ingresa;obligadorecibir_sai;organismo_autonomo;interopera;tiene_ta;fecha_ta
566;AB026;780;Gobernación de Antofagasta;AB000;Interior y Seguridad Pública;Región de Antofagasta;ANTOFAGASTA;Arturo Prat 384 sexto piso;56 55 2451 500;http://www.gobernacionantofagasta.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/40/index.html;Lunes a viernes de 8:30 a  13:00 horas;Vanessa Labra Cortes;vlabra@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
567;CM054;329800;Corporación Municipal de Fomento y Desarrollo Comunal de Sierra Gorda;CM000;Corporaciones Municipales;Región de Antofagasta;ANTOFAGASTA;Av. Salvador Allende 314;;http://corporacionsg.cl/;http://;;;;;;;;http://;;No ingresa;SÍ;NO;NO;NO;
568;AO041;56252;SEREMI de Salud  de Antofagasta;AO000;Salud;Región de Antofagasta;ANTOFAGASTA;Avda. Antonio Matta 1999 2º piso;(55) 2655021  (55) 2655022;http://seremi2.redsalud.gob.cl/;http://transparencia.redsalud.gov.cl/transparencia/index.php;Lunes a Jueves de 8:00 a 17:00 hrs. y Viernes de 8:00 a 16:00 hrs.;Jorge Chacana;jorge.chacana@redsalud.gov.cl;;;;;http://transparencia.redsalud.gov.cl/transparencia/public/seremi2/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
569;MU009;469;Municipalidad de Antofagasta;MU000;Municipios de Antofagasta;Región de Antofagasta;ANTOFAGASTA;Av. Séptimo de Línea Nº 3505;(55) 887400  887405;http://www.municipalidadantofagasta.cl;http://200.42.173.244/transparenciaactiva/;Lunes a viernes de 08:15 a 13:15 hrs.;CRISTHIAN FLORES ALVARADO;transparencia@imantof.cl;;;;;http://www.municipalidadantofagasta.cl/transparencia/paginas/form20285.aspx;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
570;CM002;58600;Corporación Municipal de Desarrollo Social de Antofagasta (CMDS);CM000;Corporaciones Municipales;Región de Antofagasta;ANTOFAGASTA;Avenida Argentina N1595 Piso 2;(55) 2517700;http://www.cmds.cl;http://www.cmds.cl/index.php/transparencia-activa.html;Lunes a Jueves 14.30 a 17.00 horas y Viernes 14.30 a 16.00 horas;;transparencia@cmds.cl;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
571;MA020;327400;Asociación de Municipalidades del Norte de Chile;ASOC;Asociación Municipal;Región de Antofagasta;ANTOFAGASTA;Washington 2613 piso 3;552569787;http://www.amunochi.cl/;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MA020;Lunes a viernes de 9:00 a 17:00 hrs;;transparencia.amunochi@gmail.com;;;;;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrgTa=MA020;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
572;AP003;942;SERVIU Región de Antofagasta;AP000;Vivienda y Urbanismo;Región de Antofagasta;ANTOFAGASTA;Pasaje La Frontera 110;56 55 2415 102;http://www.serviuantofagasta.cl/;http://www.serviuantofagasta.cl/transparencia/transparencia.html;Lunes a Viernes de 8:15 a 13:00 horas;kramirezm@minvu.cl;kramirezm@minvu.cl;;;;;http://solicitudinformacion.minvu.cl/;;Ingresa;SÍ;NO;SÍ;SÍ;2018/01/01
573;AB077;830;Gobierno Regional de Antofagasta;AB000;Interior y Seguridad Pública;Región de Antofagasta;ANTOFAGASTA;Av. Arturo Prat 384 piso 2;56 55 2357 674;http://www.goreantofagasta.cl/;http://www.goreantofagasta.cl/transparencia;Lunes a Viernes de 8:15 a 17:15;Hilda Morales;transparencia@goreantofagasta.cl;;;;;http://goreantofagasta.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/07/17
574;EP012;1105;Empresa Portuaria Antofagasta;EP000;Empresas y Sociedades;Región de Antofagasta;ANTOFAGASTA;AV. GRECIA SN  ANTOFAGASTA;(55) 563756;http://www.puertoantofagasta.cl;http://transparenciaactiva.puertoantofagasta.cl/transparencia.puertoantofagasta/;;;;;;;;http://;;No ingresa;NO;NO;NO;NO;
575;AB008;762;Intendencia de Antofagasta;AB000;Interior y Seguridad Pública;Región de Antofagasta;ANTOFAGASTA;Arturo Prat 384. Piso 2;055 2461000;http://www.intendenciaantofagasta.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/26/index.html;Lunes a jueves 08:30 13:30 y 14:30 a 17:00 Viernes   08:30 13:30 y 14:30 a 16:00;Rodrigo Meriño Meriño;rmerino@interior.gov.cl;;;;;http://www.interior.gob.cl/solicitudinformacionleydetransparencia.html;;Ingresa;SÍ;NO;SÍ;NO;
576;AO055;894;Hospital Leonardo Guzmán de Antofagasta;AO000;Salud;Región de Antofagasta;ANTOFAGASTA;Azapa 5935;56552442745;http://www.hospitalantofagasta.gob.cl/;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=AO055;Lunes a Jueves de 08:00 a 17:00 hrs. Viernes de 08:00 a 16:00 hrs.;PAULA SEPULVEDA;jorge.ramosa@redsalud.gov.cl;;;Cuenta Corriente;Bancoestado;http://www.hospitalantofagasta.gob.cl/wp-content/uploads/2015/04/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/07/04
577;MU171;607;Municipalidad de Mejillones;MU000;Municipios de Antofagasta;Región de Antofagasta;MEJILLONES;Francisco Antonio Pinto Nº200;(55) 2557314;http://www.mejillones.cl;http://www.municipiostransparentes.cl/mejillones;09:00 a 14:00 hrs;Luis Osorio Berrios;transparencia@mejillones.cl;;;;;http://www.mejillones.cl/a-formulario/a-formulario.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
578;MU310;726;Municipalidad de Sierra Gorda;MU000;Municipios de Antofagasta;Región de Antofagasta;SIERRA GORDA;Av. Salvador Allende 452 Baquedano;055641915;http://www.municipalidadsierragorda.cl/;http://www.municipalidadsierragorda.cl/transparencia/index.htm;LUNES A VIERNES 09:00 a 14:00  15:00 a 17:30;Bárbara Silva Leris;barbarasilval@gmail.com;;;;;http://www.municipalidadsierragorda.cl/transparencia/index.htm;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
579;MU314;729;Municipalidad de Taltal;MU000;Municipios de Antofagasta;Región de Antofagasta;TALTAL;Prat Nº515;(55)2683000;https://www.municipalidadtaltal.cl/;http://transparencia.taltal.cl/;08:30 a 14:00 hrs. y 14.45 a 17.30 hrs.;Ariel Pizarro Cuadra;transparencia@municipalidadtaltal.cl;;;;;http://www.localnet.cl/taltal/files/contenido/Transparencia/Acceso%20Informacion%20Publica/Forinfo.pdf;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
580;AB027;781;Gobernación de El Loa;AB000;Interior y Seguridad Pública;Región de Antofagasta;CALAMA;Granaderos 2296;0552566500  0552566501;http://www.gobernacionloa.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/41/index.html;Horario de apertura gobernación   08:30 horas.  Horario de cierre  17:30;Jaime Siares Campusano;jsiares@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
581;CM018;58715;Corporación Municipal de Desarrollo Social de Calama (COMDES);CM000;Corporaciones Municipales;Región de Antofagasta;CALAMA;Av. Bernardo Ohiggins  #1155 Calama;(+56) 55 2 711 837;http://www.comdes.cl/;http://tranactiva.comdescalama.cl/index.php;DE LUNES A VIERNES:  8:30 A 13:00 HRS. Y 14:00 A 17:30 HRS.;Ivan Robles;irobles@comdes.cl;;;;;http://tranactiva.comdescalama.cl/form20285/fmr_contacto.php;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
582;CM056;329950;Corporación Municipal de deportes y recreación de Calama (CORMUDEP);CM000;Corporaciones Municipales;Región de Antofagasta;CALAMA;Vicuña Mackenna N 2001 segundo piso oficina N 3 sector centro Calama;55 2 890350;http://www.cormudepcalama.cl;https://www.cormudepcalama.cl/ley-de-transparencia;Lunes a Viernes de 08:00 horas  a 13:00 horas y de 14:30 horas a 17:00 horas;;m.cormudep@gmail.com;;;;;https://www.cormudepcalama.cl/solicitu-transparencia;;No ingresa;SÍ;NO;NO;NO;
583;MU019;477;Municipalidad de Calama;MU000;Municipios de Antofagasta;Región de Antofagasta;CALAMA;Vicuña Mackena Nº2001;(55) 2890202;http://www.municipalidadcalama.cl;http://190.98.213.21/CalamaTransparencia/;8:00 hasta 13:00 horas en la mañana y 14:00 hasta 17:00 horas en la tarde;Carmen Olivares;transparencia@municipalidadcalama.cl;;;;;http://201.238.227.186/calamatransparencia/paginas/form20285.aspx;;Ingresa;SÍ;NO;NO;SÍ;
584;MU189;623;Municipalidad de Ollague;MU000;Municipios de Antofagasta;Región de Antofagasta;OLLAGUE;Av. Los Héroes sn Ollague;0552 552804;http://www.municipalidadollague.cl;http://www.municipalidadollague.cl/transparencia;Lunes a Viernes 09 a 17:30 hrs;Manuel Flores Achu;transparencia@municipalidadollague.cl;;;;;http://www.municipalidadollague.cl/docs/Formulario%20de%20solicitud%20de%20informacion.doc;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
585;MU298;716;Municipalidad de San Pedro de Atacama;MU000;Municipios de Antofagasta;Región de Antofagasta;SAN PEDRO DE ATACAMA;Gustavo Le Paige N 328;(55) 2569200;http://www.munispa.com;http://www.sanpedrodeatacamatransparente.cl/;08:30 a 13:30 hras.;;oficinadepartes@munispa.cl;;;;;http://www.sanpedrodeatacamatransparente.cl/;;Ingresa;SÍ;NO;NO;NO;
586;MU322;737;Municipalidad de Tocopilla;MU000;Municipios de Antofagasta;Región de Antofagasta;TOCOPILLA;ANIBAL PINTO N 1305;55  2421310   2421347;http://www.imtocopilla.cl/municipalidad/;http://imtocopilla.cl/transparencia/;Lunes a Viernes: De  08:00 a 13:30 horas;Carlos Rojas Rojas;transparencia@imtocopilla.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=e9c748e9cad381191756759c9160835c;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
587;AB028;782;Gobernación de Tocopilla;AB000;Interior y Seguridad Pública;Región de Antofagasta;TOCOPILLA;Avda. 21 de Mayo 1645;552813182;http://www.gobernaciontocopilla.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/42/index.html;Lunes a Viernes de 09.00 a 13.30 Hrs.;Claudia Villegas Bustamante;cvillegasb@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;552813265;Ingresa;SÍ;NO;SÍ;NO;
588;MU166;602;Municipalidad de María Elena;MU000;Municipios de Antofagasta;Región de Antofagasta;MARIA ELENA;Ignacio Carrera pinto N 1926;(55) 891178891108;http://www.imme.cl;http://www.imme.cl/portal/transparencia.html;8:30 a 12:30 15:30 a 17:30;;transparencia@imme.cl;;;;;http://www.imme.cl/portal/transparencia.html?download=18313:Transparencia;;Ingresa;SÍ;NO;NO;SÍ;
589;AO042;56253;SEREMI de Salud  de Atacama;AO000;Salud;Región de Atacama;COPIAPO;Chacabuco Nº 681. Copiapó.;(52) 2465010;http://www.seremisaludatacama.cl;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=SEREMI%203;Lunes a Viernes 09:00 a 13:45 horas;Elías Núñez;transparenciaasr3@redsalud.gob.cl;;;;;http://ssrmata.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
590;AO019;873;Servicio de Salud Atacama;AO000;Salud;Región de Atacama;COPIAPO;Chacabuco 681 5º piso;52 2465900  52 2466674;http://www.saludatacama.cl/;http://transparencia.redsalud.gob.cl/transparencia/index.php?id=SSATACAMA;Lunes a viernes de 08:30 a 13:00 horas;Claudia Cid Silva;Transparenciassa@redsalud.gov.cl;;;;;http://transparencia.redsalud.gob.cl/transparencia/public/ssatacama/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/18
591;MA014;328300;Asociación Regional de Municipios de Atacama;ASOC;Asociación Municipal;Región de Atacama;COPIAPO;Chacabuco 681 Oficina 805 Copiapó.;522503007;http://www.armatacama.cl/;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MA014;Lunes a Viernes 09:00  13:00;;atacama.arma@gmail.com;;;;;http://;;No ingresa;SÍ;NO;NO;SÍ;2018/01/01
592;UN004;1075;Universidad de Atacama;UN000;Universidades;Región de Atacama;COPIAPO;COPAYAPU 485  COPIAPÓ;(52) 206500;http://www.uda.cl;http://www.transparencia.uda.cl/;;;rectoria@uantof.cl;;;;;http://www.transparencia.uda.cl/contact/index.php;;No ingresa;SÍ;NO;NO;NO;
593;AP004;943;SERVIU Región de Atacama;AP000;Vivienda y Urbanismo;Región de Atacama;COPIAPO;Chacabuco 520;56 52 202 714;http://www.serviuatacama.cl/;https://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=AP004;Lunes a Viernes Mañana 9.00 a 14.00 Hrs.;Katherine Parra Luna;kparral@minvu.cl;;61.815.0003;Cuenta Corriente;Bancoestado;http://solicitudinformacion.minvu.cl/;;Ingresa;SÍ;NO;SÍ;SÍ;2018/06/14
594;AB030;784;Gobernación de Copiapó;AB000;Interior y Seguridad Pública;Región de Atacama;COPIAPO;Chacabuco 520 Piso 1;56 52 212 289;http://www.gobernacioncopiapo.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/43/index.html;Lunes a viernes desde las 8.30 a 13.30 horas;Kim Fa Bondi  Hafon;Kbondi@Interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
595;MU066;515;Municipalidad de Copiapó;MU000;Municipios de Atacama;Región de Atacama;COPIAPO;Chacabuco # 857;(052) 2 473 500;http://www.copiapo.cl/;http://transparencia.copiapo.cl/Inicio/;Lunes a Viernes  de 08:00 a 14:00 hrs;Emma Susana Gaete Castillo;james.sutherland@copiapo.cl;;;;;http://www4.copiapo.cl/TransparenciaMunicipal/FormInformacion.asp;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
596;AB078;831;Gobierno Regional de Atacama;AB000;Interior y Seguridad Pública;Región de Atacama;COPIAPO;Los Carreras #645 Edificio Pedro León Gallo 1 Piso Copiapó.;+56 (52) 2 207200;http://www.goreatacama.cl/;http://transparencia.goreatacama.cl/;Lunes a Jueves desde las 08:30 hrs a 17:30 hrs Viernes desde las 08:30 hrs a 16:30 hrs;Luis Alberto Araya Araya;transparencia@goreatacama.cl;;;;;http://goreatacama.transparencia.cl/;;Ingresa;SÍ;NO;NO;SÍ;2018/06/14
597;AB009;763;Intendencia de Atacama;AB000;Interior y Seguridad Pública;Región de Atacama;COPIAPO;Los Carrera 645. Primer piso;56 252 218972;http://www.intendenciaatacama.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/27/index.html;Lunes a jueves 08:30 a 17:20 y Viernes 08:30 a 16:30;Marcelo De La Barra Serey;mdelabarra@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
598;MU021;479;Municipalidad de Caldera;MU000;Municipios de Atacama;Región de Atacama;CALDERA;Cousiño Nº 395  Caldera;(52) 2 535 573  2 535 556;http://www.caldera.cl;http://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU021;Lunes a Viernes de las 8.30 am hasta las 16.00;Waldo Wong General;transparencia@caldera.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=c666d5acbbe8d9859c2418fcb0d00b19;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
599;MU318;733;Municipalidad de Tierra Amarilla;MU000;Municipios de Atacama;Región de Atacama;TIERRA AMARILLA;Av. Miguel Le Meur Nº 544;(522)320936  995484112;http://WWW.TIERRAMARILLA.COM;http://www.tierramarilla.com/transparencia2.html;Lunes a Viernes de 08:30 a 14:00 Horas.;Encargado Transparencia;contacto.transparencia@tierramarilla.com;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=98a661b98cf8f541c28214a5e3ffd2af;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
600;MU038;491;Municipalidad de Chañaral;MU000;Municipios de Atacama;Región de Atacama;CHANARAL;Almirante Latorre Nº 700  Chañaral;(52) 2543336    (52) 2543308;http://www.munichanaral.cl;http://www.portaltransparencia.cl/PortalPdT/pdtta?codOrganismo=MU038;Lunes a Viernes de 08:00 hrs. a 14:00 hrs.;Angelo Agero Herrera;transparencia@munichanaral.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=cbd8eb2d6a394253630d32457f2d22e3;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
601;AB029;783;Gobernación de Chañaral;AB000;Interior y Seguridad Pública;Región de Atacama;CHANARAL;Buin 462 2 piso Chañaral;522480141;http://www.gobernacionchanaral.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/44/index.html;Lunes a Viernes de 08:30 Hrs. a 14:00 Hrs.;Vicente Carvajal Cortés;vcarvajal@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
602;MU080;529;Municipalidad de Diego de Almagro;MU000;Municipios de Atacama;Región de Atacama;DIEGO DE ALMAGRO;Avda. Juan Martínez de Rosa 1403;+56 52 2 48 5300  +56 52 2 44 1027  +56 52 2 44 1049;http://www.imda.cl/;http://www.diegodalmagro.cl/p/ley-de-transparencia.html;Lunes a Viernes de 08:30 a 15:30 hrs.;Raúl Espejo Paredes;transparencia@imda.cl;;;;;http://www.diegodalmagro.cl/p/ley-de-transparencia.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
603;AB031;785;Gobernación de Huasco;AB000;Interior y Seguridad Pública;Región de Atacama;VALLENAR;Plaza A. OHiggins SN;(51)2611286;http://www.gobernacionhuasco.gov.cl/;http://www.interior.gob.cl/transparenciaactiva/sgi/45/index.html;Lunes a Jueves  8:30 a 17:30 horas   viernes 8:30 a 16:30;Margarita Cataldo Araya;mcataldo@interior.gov.cl;;;;;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;;Ingresa;SÍ;NO;SÍ;NO;
604;AJ019;329400;Servicio Local de Educación Pública Huasco;AJ000;Educación;Región de Atacama;VALLENAR;Serrano 913;;http://huasco.edupub.cl/;http://;Lunes a viernes de 9 a 14 hrs.;;transparenciahuasco@educacionpublica.cl;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/07/31
605;MA046;327101;Asociación de Municipalidades de la Provincia del Huasco;ASOC;Asociación Municipal;Región de Atacama;VALLENAR;Marañon #1289;512674168 512674169;https://amuprohu.wixsite.com/misitio;http://;Lunes a Viernes de 8:30 a 17:00 horas;Andrés Bugueño G.;amuprohu@gmail.com;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
606;MU331;746;Municipalidad de Vallenar;MU000;Municipios de Atacama;Región de Atacama;VALLENAR;Plaza A. OHiggins Nº 25;(51) 672300;http://www.vallenar.cl;http://www.vallenartransparente.cl/;08:45 a 13:45 horas.;;transparencia@vallenar.cl;;;;;http://www.vallenartransparente.cl/index.php/solicitud-de-informacion;;Ingresa;SÍ;NO;NO;SÍ;2027/11/19
607;MU004;464;Municipalidad de Alto del Carmen;MU000;Municipios de Atacama;Región de Atacama;ALTO DEL CARMEN;Padre Alonso García sn;(51) 2610359  2610328;http://www.munialtodelcarmen.cl/web;https://www.munialtodelcarmen.cl/index.php/transparencia;De Lunes a Jueves 8:00 am hasta 17:15 pm Viernes de 08:00 a 16:15 horas.;Claudia Ogalde Campillay;transparenciaimac@gmail.com;;692519000;;;https://www.munialtodelcarmen.cl/index.php/transparencia;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
608;MU092;539;Municipalidad de Freirina;MU000;Municipios de Atacama;Región de Atacama;FREIRINA;OHIGGINS N1016 FREIRINA;(51) 518761  518713  518766;http://www.imfreirina.cl;http://imfreirina.cl/transparencia/;LUNES A VIERNES DE 08:30 A 14:00 HORAS;MARCELA GONZALEZ GONZALEZ;transparencia@imfreirina.cl;;;;;http://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=7fdbb16828f47188e7fc62380fd525c9;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
609;MU108;554;Municipalidad de Huasco;MU000;Municipios de Atacama;Región de Atacama;HUASCO;Craig Nº 530;(51) 531039  531042  531836  539059  531965;http://www.imhuasco.cl;http://www.imhuasco.cl/Transparenciamunicipal/TransparenciaMunicipal.htm;;Patricio Ubilla Araya;transparencia.huasco@gmail.com;;;;;http://www.imhuasco.cl/Transparenciamunicipal/SolicitudInfOpinionPublic.htm;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
610;AB079;832;Gobierno Regional de Coquimbo;AB000;Interior y Seguridad Pública;Región de Coquimbo;LA SERENA;Arturo Prat 350 primer piso;+56 51 2207206    +56 51 2207236;https://www.gorecoquimbo.cl/;https://www.gorecoquimbo.cl/transparencia/web/index.php;Lunes a Jueves de 09:00 hrs. a 17:00 hrs. Viernes de 09:00 a 16:00 hrs.;Patricia Figueroa Canales;unidad_transparencia@gorecoquimbo.cl;;;;;http://gorecoquimbo.transparencia.cl/tramites/disponibles;;Ingresa;SÍ;NO;NO;SÍ;2018/12/14
611;CM039;58865;Corporación Municipal de La Serena;CM000;Corporaciones Municipales;Región de Coquimbo;LA SERENA;;;http://;http://;;;;;;;;http://;;No ingresa;SÍ;NO;NO;NO;
612;AO020;874;Servicio de Salud Coquimbo;AO000;Salud;Región de Coquimbo;LA SERENA;Av. Francisco de Aguirre #795;512333809;http://sscoquimbo.redsalud.gob.cl/;http://transparencia.redsalud.gov.cl/transparencia/index.php?id=SSCOQ;Lunes a viernes de 08:30 a 17:30 horario continuado;Catalina Rojas Tello;oirs.sscoquimbo@redsalud.gov.cl;;;;;http://www.sscoquimbo.cl/gobierno/link/solicitud_informacion.html;;Ingresa;SÍ;NO;NO;SÍ;2018/01/15
613;MA034;328251;Asociación de Municipalidades Rurales del Norte Chico;ASOC;Asociación Municipal;Región de Coquimbo;LA SERENA;Manuel Antonio Matta #179;56 51 2216783;http://www.munisruralesnortechico.cl;http://;Lunes a Viernes de 9:00 a 17:30 horas;;contacto@munisruralesnortechico.cl;;;;;http://;;Ingresa;SÍ;NO;NO;SÍ;2018/01/01
614;AP005;944;SERVIU Región de Coquimbo;AP000;Vivienda y Urbanismo;Región de Coquimbo;LA SERENA;Almagro 372;56 51 215 313;http://www.serviu4.cl/;http://www.serviu4.cl/transparenciaactiva/index.html;Lunes a Viernes Mañana 9.00 a 13.00 Hrs.;Jorge Araya Araya;jaraya@minvu.cl;;;;;http://solicitudinformacion.minvu.cl/;;Ingresa;SÍ;NO;SÍ;SÍ;2018/01/12
615;MU126;567;Municipalidad de La Serena;MU000;Municipios de Coquimbo;Región de Coquimbo;LA SERENA;Arturo Prat Nº 451 La Serena;(051) 2 206 600;http://www.laserena.cl;http://transparencia.laserena.cl/;Lunes a Viernes desde 08:30 a 14:00 hrs. y desde 14:30 a 17:18 hrs.;Luciano Maluenda Villegas;transparencia@laserena.cl;;;Cuenta Corriente;Bancoestado;http://transparencia.laserena.cl/;(051) 2 206 607;Ingresa;SÍ;NO;NO;NO;
